amount,account_age,failed_logins,location_risk,device_trust,fraud
89488,59,15,68,3,1
98746,1,4,44,0,0
32274,68,15,69,19,1
99851,115,14,85,91,1
92591,44,8,16,44,0
6681,47,11,78,87,1
71953,35,7,38,91,1
64146,87,12,39,91,1
49778,91,4,27,68,0
26749,60,13,1,95,1
88768,90,15,81,51,1
82425,52,10,26,93,0
14667,8,19,20,63,1
80504,107,11,86,20,1
90006,80,14,6,79,1
96119,41,11,60,71,1
62044,3,8,51,75,0
78102,96,0,47,95,0
28903,69,2,18,24,0
18330,84,11,72,66,1
17962,14,19,11,25,1
43455,96,12,93,99,1
31359,26,5,70,80,0
99175,111,9,1,26,0
87545,70,9,16,51,0
30895,58,15,74,62,1
8870,100,0,75,85,0
11193,40,15,2,44,1
46671,51,3,20,57,0
293,5,5,77,37,0
17669,77,18,78,34,0
11290,32,1,50,45,0
62924,80,17,9,70,1
42852,1,9,54,2,0
32427,77,3,35,5,0
42170,54,0,50,12,0
86025,11,14,73,45,1
40297,53,9,16,78,0
2361,8,17,88,89,1
94005,25,15,60,32,1
26612,40,12,90,78,1
6816,32,14,96,61,1
86895,88,1,74,62,1
29033,28,19,12,55,1
4478,78,3,64,38,0
40683,109,0,94,59,0
85471,3,6,96,77,1
29133,100,10,84,82,0
24100,91,9,79,91,0
75968,84,0,86,23,1
42704,111,10,73,49,0
68436,79,9,47,32,0
95174,62,13,96,75,1
95755,27,13,85,73,1
73969,117,6,69,6,1
5510,45,10,46,45,0
83475,105,3,99,61,1
56144,92,1,9,0,0
63415,25,6,56,78,1
96155,106,18,79,64,1
71444,61,13,12,44,1
6896,44,18,60,83,0
86816,110,6,57,54,0
54345,97,11,83,65,1
43156,46,2,67,66,0
17809,14,14,83,99,1
58657,8,4,85,79,0
17643,48,7,28,53,0
37518,14,13,15,92,1
94711,65,3,62,99,0
96138,80,6,46,62,0
16824,82,6,42,53,0
3928,7,17,22,51,0
17187,79,13,29,53,1
12705,88,7,56,66,0
31437,49,11,29,36,1
5582,115,9,66,11,1
65433,55,13,55,58,1
92641,13,8,23,19,0
88396,73,5,76,86,1
51052,56,4,95,85,0
5563,56,0,75,31,0
70548,15,0,7,70,0
4748,57,19,87,85,1
33723,58,16,43,43,1
59256,35,10,79,65,0
35734,88,11,95,77,0
44702,97,2,33,54,0
49434,16,5,34,15,0
68748,8,10,95,87,0
22154,93,12,49,70,1
70128,87,10,16,67,0
22307,45,7,1,51,1
80750,95,9,89,36,1
99921,40,1,53,45,0
81654,113,13,43,40,1
21486,54,15,80,4,1
83376,119,16,48,65,1
59618,14,10,1,4,0
52881,59,1,71,62,0
52880,117,4,69,2,1
61540,94,15,8,7,1
44299,53,15,0,25,1
61135,103,1,68,73,0
8310,27,15,8,97,1
44463,47,4,13,99,0
78379,80,7,26,52,0
60448,115,19,8,75,1
55384,6,13,35,83,1
72224,55,9,92,28,1
68947,97,1,83,13,1
22532,44,2,78,4,1
64189,18,17,99,26,1
55498,16,1,2,67,0
99391,12,8,22,28,0
3421,20,1,72,2,1
81448,45,6,29,96,0
37483,64,6,18,29,0
78782,104,13,66,99,1
79290,59,4,49,8,0
52993,93,7,47,0,0
35920,94,17,2,22,1
66362,90,5,97,66,0
3860,22,13,65,31,1
22290,97,17,26,87,1
67511,117,16,86,5,1
23477,103,8,95,76,0
46837,47,12,98,48,1
69669,29,15,39,14,1
38311,86,9,17,57,0
83009,45,9,26,52,0
3844,77,3,10,29,0
25095,9,11,38,75,1
17077,24,7,18,39,0
98038,15,14,88,58,1
34642,36,18,6,62,1
10751,13,14,94,47,1
99339,91,7,56,98,0
79031,44,7,1,91,0
95444,101,18,37,67,1
16815,71,8,4,6,0
44509,72,16,77,46,1
24406,101,7,81,42,0
19186,105,11,35,15,1
14476,78,14,67,21,1
61450,76,3,87,62,1
71525,36,5,76,45,0
36736,116,15,84,44,1
86220,61,4,56,40,0
51749,104,12,96,24,1
34710,81,14,19,49,1
10158,40,16,4,66,1
74737,117,19,23,51,1
78133,93,4,98,85,1
70294,27,18,29,30,1
77017,1,6,27,36,0
64300,116,2,52,21,0
46719,34,12,50,26,1
17254,68,13,6,1,1
19639,88,15,41,21,1
60158,21,12,34,52,1
62168,33,1,93,16,1
77413,7,13,33,55,1
30473,65,19,72,83,1
33254,105,6,75,87,0
6131,3,4,53,30,0
93633,108,13,28,42,1
72075,51,8,9,71,0
22885,79,9,26,52,0
79028,95,6,82,4,1
28769,54,13,12,1,1
94575,80,13,41,58,1
2382,74,1,36,3,0
34724,118,16,60,98,1
48538,93,19,95,33,1
90000,59,3,78,66,1
67634,6,12,20,83,1
31805,29,17,2,72,1
38344,17,2,7,5,0
75064,117,18,69,57,1
37537,60,4,92,46,0
77972,22,0,82,4,1
74978,24,8,16,60,0
73082,81,7,9,55,0
50683,85,2,96,34,0
38492,51,1,12,94,0
7561,50,0,90,12,1
10616,11,11,11,25,1
79385,56,12,65,85,1
17614,71,9,73,95,0
36368,42,16,84,63,1
90586,39,10,22,78,0
36888,69,4,64,10,1
75849,108,8,96,61,1
61149,48,12,51,79,1
62593,57,19,60,46,1
36127,21,10,25,69,0
93647,82,3,14,74,0
42949,99,10,21,57,1
17958,20,8,88,9,1
84262,15,6,64,15,1
79103,69,15,25,11,1
52495,77,4,20,70,0
39858,51,5,23,90,0
54412,76,18,15,87,1
68770,62,0,31,49,1
82379,119,15,15,14,1
15534,85,17,76,58,1
64147,37,12,41,69,1
47875,6,0,31,61,0
75869,71,9,49,82,0
66777,26,6,40,71,0
83655,106,4,23,61,0
86020,112,12,12,99,1
45834,8,15,74,49,1
88603,73,19,78,76,1
40703,91,13,9,53,1
76808,4,10,41,53,0
82026,21,18,40,96,1
68903,31,1,2,95,0
39432,21,7,54,27,0
91803,104,12,15,50,1
21412,25,6,43,73,0
93476,103,11,80,32,1
84626,15,7,88,0,1
44279,117,15,29,84,1
71542,35,17,98,68,1
40479,49,18,36,0,1
17397,43,3,59,54,0
2111,41,11,76,84,1
44114,37,15,23,88,1
11838,57,16,25,83,1
94433,42,3,57,44,0
47598,47,19,8,72,0
11220,92,8,60,79,0
8867,61,4,18,91,0
22952,14,16,27,39,1
79339,68,16,6,60,1
1029,53,1,44,35,0
77587,84,1,85,23,1
91675,34,6,93,79,1
95140,76,3,62,13,1
17538,97,12,36,97,1
48615,24,19,15,87,1
5844,20,10,99,74,0
83920,69,2,4,99,0
42517,102,1,28,0,0
7169,30,15,51,46,1
42459,88,2,22,75,0
19899,107,14,5,20,1
98846,104,16,35,72,1
93862,7,15,56,38,1
70288,36,19,32,2,1
89959,38,6,48,15,0
7697,80,15,40,67,1
47193,52,4,79,25,0
37326,15,1,54,53,0
72227,46,0,97,12,1
91469,23,12,25,60,1
77462,12,15,36,19,1
26517,93,4,76,82,0
18793,44,2,16,26,0
79774,112,14,95,1,1
53261,15,15,31,9,1
2269,93,10,27,59,1
84192,109,18,92,88,0
22152,107,17,24,18,1
71949,49,8,46,14,0
73951,21,7,21,46,0
8136,15,18,90,23,1
31878,14,4,60,15,0
27834,42,16,43,80,1
23273,108,4,19,59,0
30503,80,13,49,79,1
66421,15,6,87,81,0
71775,106,8,46,48,0
6444,63,16,46,3,1
18900,68,2,71,65,0
25472,27,7,50,48,0
61616,87,12,54,30,1
20638,93,15,77,65,1
64018,105,9,38,53,1
15073,53,17,13,1,1
71255,52,2,68,60,0
59600,63,11,46,14,1
36675,73,15,20,59,1
42361,53,17,14,42,1
27816,57,16,99,92,1
3336,52,6,96,97,1
15948,107,18,80,39,1
2452,43,7,83,95,0
2032,7,16,0,84,0
76549,117,6,79,29,1
8656,42,0,81,62,0
86936,4,7,9,23,0
5598,69,18,22,43,1
76218,5,19,17,13,1
50198,75,19,57,27,1
64486,105,9,72,13,1
9669,92,11,93,55,1
56982,80,0,76,33,1
70493,41,3,51,77,0
440,118,3,94,88,1
44049,94,8,45,11,0
82402,4,14,12,55,0
62543,2,14,95,60,1
91768,110,6,16,60,0
74127,67,11,66,39,1
238,114,2,60,19,0
458,21,19,64,41,1
75350,70,8,52,6,0
85476,43,13,4,78,1
30754,117,12,31,72,1
25979,82,11,88,67,1
81632,108,0,44,30,0
55878,69,18,55,86,0
37872,9,15,4,69,1
58578,84,11,86,91,1
64453,28,9,75,75,0
26862,26,1,33,46,0
13383,82,17,60,50,1
64022,83,12,86,57,1
39520,3,5,79,21,0
55668,73,11,61,23,1
85190,100,3,68,33,0
20319,95,0,62,62,0
57269,49,10,43,59,1
75065,17,7,27,18,0
46940,63,1,69,23,0
44795,55,1,12,63,0
84854,23,15,42,19,1
78088,34,0,29,97,0
58442,105,3,25,26,0
19051,105,5,80,57,0
1407,69,19,62,43,1
80488,15,13,72,92,1
90868,47,19,56,64,1
35528,3,14,63,45,1
92121,83,6,79,99,1
75874,28,6,48,53,0
39075,3,17,51,38,1
1240,102,1,62,6,1
24942,4,19,81,53,1
26521,88,14,12,42,1
1808,31,0,92,19,1
3730,45,16,87,83,1
19695,59,19,44,24,1
76121,45,12,45,42,1
28408,75,11,76,84,0
44889,37,14,88,72,1
55790,65,4,40,26,0
26186,9,6,45,91,0
16959,17,7,0,24,0
7784,118,13,72,35,1
91188,65,3,67,97,0
1307,3,13,91,65,1
46199,111,9,11,8,0
67596,26,15,87,82,1
66193,53,10,72,78,0
29789,31,13,34,52,1
48751,26,13,98,20,1
13993,23,1,32,49,0
97908,30,12,57,15,1
66518,10,2,34,65,0
60111,72,17,45,25,1
38735,108,3,83,43,0
56215,89,18,65,28,0
95171,64,15,43,96,1
78505,22,3,25,97,0
72802,15,18,41,45,1
78618,105,14,76,90,1
72905,56,0,29,70,0
59054,74,15,31,48,1
28164,20,14,35,14,1
79163,105,15,18,16,1
2554,47,19,21,8,1
20978,87,0,64,76,0
51198,53,16,56,31,1
62254,53,4,10,65,0
13091,1,4,25,58,0
68444,2,6,47,31,0
36693,58,12,18,83,1
36404,19,11,82,42,1
30486,62,3,11,82,0
55320,78,3,66,90,1
69438,72,5,55,99,0
94389,102,14,17,58,1
21183,12,18,4,29,1
18454,26,5,23,10,0
22290,27,11,77,79,1
6242,29,13,37,25,0
28498,15,17,66,93,1
52071,46,11,69,1,1
41962,117,14,75,33,1
98768,1,18,51,40,1
53510,60,7,74,85,1
19603,107,8,38,30,0
48556,92,4,58,62,0
82135,57,4,25,54,0
8116,3,5,64,60,0
2484,115,2,79,84,0
62420,18,4,47,35,0
15172,52,0,52,39,1
80118,60,10,8,22,0
40610,34,19,4,25,1
49033,96,0,71,17,1
21926,93,6,60,78,0
68126,89,14,20,33,0
25618,60,16,96,85,1
24145,26,7,62,27,0
50976,103,1,19,48,0
92546,72,12,57,63,1
90202,19,11,44,70,1
52019,118,4,21,62,0
99541,111,12,76,61,1
27203,106,5,74,41,0
36288,22,14,81,23,1
5945,93,10,62,34,0
86798,33,3,29,76,0
36774,38,0,62,54,0
19437,109,14,96,48,1
22413,110,11,43,76,1
27043,35,8,66,94,0
78049,107,10,57,58,0
376,67,4,64,82,0
51251,83,6,35,92,0
17711,10,7,5,21,0
12044,91,0,36,84,1
52987,15,0,92,60,0
81542,11,2,74,79,0
49947,111,7,54,29,0
58753,90,10,76,68,0
86172,24,0,74,59,1
56722,77,13,58,5,1
27910,96,0,37,84,0
77942,101,5,24,10,0
10603,4,5,78,23,0
84861,13,2,76,91,1
37076,73,9,32,78,0
11690,57,11,12,50,1
10986,113,9,37,18,0
12966,98,1,57,49,0
66724,37,12,87,80,1
68999,48,15,19,2,1
32892,71,12,16,2,1
9864,1,3,23,91,0
86256,60,3,25,30,0
42827,12,10,39,46,0
78571,21,13,31,7,0
8168,11,2,92,16,1
7395,44,18,77,98,1
41260,115,0,36,99,0
11490,58,4,85,90,0
20231,108,16,97,44,1
94854,44,0,90,96,1
76069,78,18,91,59,1
15138,98,18,85,74,1
52427,34,3,59,20,0
93818,25,18,56,69,1
77164,4,5,57,20,0
21381,64,14,66,57,1
54289,116,3,21,54,0
48611,119,0,57,27,0
8705,90,16,84,80,1
1481,16,10,79,81,0
66734,10,16,72,74,1
19910,109,0,76,45,0
24422,66,8,73,43,0
41969,35,13,48,88,1
33055,83,14,84,93,1
61488,6,0,48,24,1
10307,19,1,41,70,0
87429,59,17,39,48,1
67728,53,17,70,45,1
28320,116,5,45,90,1
84150,115,19,21,89,1
74185,8,7,81,62,1
22131,78,0,20,76,0
70821,10,14,50,87,1
80907,67,9,13,11,0
71412,38,3,73,77,1
59866,29,9,96,56,0
12549,15,10,8,72,0
89933,87,4,17,63,0
56799,23,8,12,30,0
81353,82,4,16,3,0
46192,46,10,86,53,0
63771,83,2,24,82,0
10450,28,3,53,64,0
96258,26,9,15,92,0
68587,10,6,23,5,0
17722,47,0,94,64,0
70363,4,5,74,88,1
53217,55,7,22,90,1
58494,66,16,40,21,1
23882,67,6,85,16,1
28554,7,0,32,58,0
68004,55,8,41,28,0
15692,80,10,47,66,0
22273,31,18,17,16,1
33304,74,1,62,1,1
35696,19,10,77,31,0
34424,28,2,91,21,0
61302,81,16,10,96,1
89500,28,9,23,57,0
30850,19,2,60,52,0
76212,101,2,63,85,1
16666,87,6,35,46,0
7290,20,1,82,3,0
88707,13,0,76,37,1
38433,77,6,96,12,0
81005,43,19,52,60,1
89671,11,10,82,86,0
1689,48,5,46,63,0
25335,15,3,51,76,0
259,17,18,95,83,1
12245,54,18,78,32,1
81009,50,13,56,97,1
32021,28,2,74,37,0
16337,83,3,22,28,0
8344,4,7,58,60,0
14843,22,17,68,31,1
97202,86,3,55,10,1
46201,119,10,85,17,1
84327,101,15,41,44,1
99632,39,2,17,20,0
56478,34,6,70,11,1
71226,97,1,32,19,0
56171,44,0,2,6,0
71221,42,0,27,90,1
74863,40,5,0,70,0
93914,97,18,62,1,1
12337,12,6,46,42,1
15749,2,4,36,96,0
37813,28,17,85,20,1
73563,74,12,47,28,1
45509,86,0,18,31,0
48866,81,9,13,44,0
46254,90,8,66,75,0
7116,67,16,82,76,0
79663,71,0,96,58,1
48788,108,0,84,2,1
89778,72,6,64,38,0
54338,84,3,25,50,0
58708,76,11,9,7,1
89181,99,15,98,45,1
31997,81,13,76,65,1
51061,92,9,69,5,1
68803,105,13,42,57,1
44857,10,6,69,40,0
27017,86,3,98,78,0
22836,102,1,79,53,0
28090,57,17,71,75,1
62651,97,15,58,40,1
58261,86,8,2,47,0
79723,108,4,4,95,0
22540,37,8,84,69,0
35305,77,7,94,26,0
80911,91,19,77,46,1
55203,64,15,82,76,0
70912,79,19,36,22,1
41727,86,17,83,73,0
19108,94,3,51,13,0
71374,107,15,65,60,1
32502,40,3,62,66,0
53484,101,5,6,75,0
5893,98,2,96,24,0
5671,108,17,52,64,1
96967,60,14,5,95,0
16309,98,7,6,23,0
91030,48,17,43,52,1
43248,117,2,17,72,0
91318,99,5,53,49,0
2324,106,14,28,0,1
48795,19,11,82,38,1
32541,72,4,24,73,0
39229,103,6,62,43,0
62468,33,14,67,93,1
92222,44,6,12,4,0
44860,92,12,31,67,1
23578,37,2,26,71,0
71954,112,12,50,79,1
94330,89,2,33,64,0
85816,36,1,27,78,0
12280,81,3,72,87,0
98638,88,16,71,14,1
15472,21,5,84,49,0
29896,2,10,29,5,0
58372,31,5,92,65,1
90063,108,1,8,68,0
98926,97,16,12,38,1
93735,30,2,81,97,1
54140,76,11,63,95,1
75457,44,13,37,28,1
71468,12,1,21,92,1
78456,51,4,30,87,0
16311,49,9,98,45,0
5942,116,9,41,30,0
63215,24,8,61,23,0
66952,24,12,63,14,0
46068,60,9,73,75,0
17608,11,5,8,19,0
22105,13,10,94,3,1
54675,91,3,43,57,0
80842,72,13,62,76,1
19071,74,16,39,60,0
25699,72,19,87,9,1
87692,64,1,40,40,0
67014,20,9,71,52,0
67155,72,2,49,86,0
87797,73,6,19,70,0
5455,71,6,80,75,0
54220,78,0,91,47,0
74719,28,7,69,14,1
38442,2,0,41,6,0
86092,43,7,32,71,0
78960,8,13,91,70,1
2357,13,13,62,42,1
27464,85,1,56,3,0
25072,111,7,64,50,0
26754,92,18,51,70,1
80869,35,9,98,58,1
81523,23,6,87,40,0
29420,46,12,5,60,1
20908,15,14,6,29,1
52489,2,10,8,17,0
95790,61,13,60,29,1
34873,115,10,79,6,1
51268,76,1,33,51,1
27847,64,1,34,47,1
76496,52,11,98,22,1
83792,36,14,19,36,1
57605,67,16,57,70,0
85996,69,13,86,92,1
18235,67,15,59,97,1
90987,47,7,53,52,0
96135,83,16,34,44,1
47477,2,4,46,48,0
23654,44,11,45,48,1
62591,101,5,86,81,0
55721,64,17,3,46,1
58383,118,4,9,24,0
85240,81,5,74,90,1
17023,78,8,39,26,0
47691,28,14,54,11,1
62361,91,9,72,22,0
54436,54,16,39,16,1
74183,74,18,75,43,0
61048,67,11,80,70,1
33102,36,8,95,23,0
80198,102,14,22,70,1
73116,63,13,14,92,1
26772,25,0,91,59,0
4313,86,16,4,52,1
10393,48,0,39,91,0
55960,39,12,17,86,1
62607,47,7,20,73,0
57234,94,12,78,15,1
2200,21,15,2,97,1
62097,30,1,45,24,0
28272,92,12,89,65,1
20232,31,17,78,49,0
18299,116,2,52,68,1
36709,26,12,19,77,0
43065,107,18,58,94,1
8116,22,12,20,39,1
39879,21,18,89,5,1
31981,1,3,86,63,0
82694,37,18,50,27,1
24572,77,17,24,8,0
51913,85,5,67,5,1
36121,46,18,9,16,1
54231,9,3,85,39,0
24187,17,3,66,98,0
12928,47,6,82,75,0
61710,85,6,94,44,0
96764,95,15,8,81,1
1501,103,15,28,42,1
85279,59,4,36,97,0
15293,54,14,70,45,1
92489,86,3,37,62,0
44964,12,12,87,0,0
20407,64,18,71,58,1
19711,119,6,97,62,1
43891,6,11,58,78,1
12050,53,8,56,17,0
76340,16,16,89,85,1
77503,90,1,59,81,1
2845,5,15,27,64,1
55343,73,6,27,19,0
3966,46,17,45,55,0
32345,104,6,70,53,0
44824,14,0,66,47,0
71454,44,2,85,99,1
51474,63,10,54,53,0
30216,106,14,37,88,1
81129,94,2,17,15,0
93674,52,12,75,19,1
20547,116,3,94,46,0
30531,26,7,62,96,0
18008,53,3,4,6,0
29436,109,17,43,22,1
41092,29,6,28,74,0
55450,19,10,99,32,0
69661,47,3,13,39,0
52055,8,12,57,4,1
61340,23,8,43,44,0
20193,117,8,17,40,1
6255,106,18,6,7,1
46707,35,2,86,80,0
33587,95,11,96,81,0
55768,53,10,61,49,0
21063,99,19,44,90,1
50224,96,10,15,30,0
52970,58,16,63,3,1
56647,5,13,36,65,1
64210,16,15,24,55,1
53654,17,9,8,4,0
21036,32,3,54,80,0
4526,102,9,27,53,0
88939,96,19,8,95,1
27706,52,11,11,92,1
47932,20,8,17,79,0
28251,112,14,90,0,1
79403,66,8,89,75,0
11408,84,6,55,82,0
62622,111,11,89,72,0
45771,82,19,73,60,1
90406,1,13,57,6,1
94208,58,15,80,29,1
2304,93,18,50,14,1
92869,93,2,31,3,0
87365,83,10,87,62,1
31231,44,19,47,69,1
52528,104,18,7,37,1
33970,6,7,29,46,0
49167,108,19,25,59,1
58685,103,7,23,98,1
21707,50,2,26,1,0
25068,118,9,78,68,0
99034,110,12,91,7,1
12008,72,8,74,50,0
26523,88,5,38,93,0
74807,20,14,65,18,0
78357,118,15,50,93,1
61315,14,4,72,30,0
55935,5,12,49,79,1
49529,41,18,44,21,1
82252,40,1,86,32,1
38558,34,5,32,85,0
46269,80,0,18,71,0
7759,45,14,12,36,1
60714,71,14,77,11,1
77340,80,13,95,68,1
32893,71,6,21,63,1
46573,27,4,19,24,0
96862,78,19,96,53,0
89488,78,15,4,28,1
97718,44,16,83,12,1
88430,33,10,77,25,1
55851,33,14,90,21,1
79015,44,19,89,92,1
54354,20,15,31,75,1
7106,117,2,29,91,0
74318,111,5,90,72,1
65444,36,12,25,9,1
33940,7,0,81,47,0
32530,32,13,86,41,1
23191,112,1,87,89,0
33083,67,1,3,99,0
24089,39,14,66,58,1
75551,93,17,42,52,1
19090,24,8,29,39,0
90370,86,2,15,74,0
80460,70,3,70,61,0
36181,112,14,38,5,1
11133,88,4,85,3,1
16341,104,19,40,90,1
6039,87,19,30,54,1
47662,54,4,48,87,0
35163,38,9,12,68,0
76821,74,15,40,2,0
27145,80,11,92,6,1
44869,75,13,27,87,1
47218,32,10,63,85,0
84803,45,18,18,11,1
21725,61,5,86,98,0
27176,70,9,71,16,1
64905,88,19,24,66,1
44705,97,2,37,74,0
84665,53,14,98,69,1
88609,51,10,89,35,1
39221,76,1,2,16,1
65201,56,5,1,85,0
31533,27,16,4,0,1
43409,38,17,60,66,1
67568,62,3,19,79,0
44354,18,8,75,98,0
67393,109,9,37,77,0
96358,103,1,79,48,1
37953,64,10,35,50,0
38505,119,10,45,70,0
66752,77,10,92,89,0
43627,117,0,98,42,0
77327,104,13,36,30,1
592,30,0,53,23,0
93518,117,8,20,82,0
8911,49,0,20,36,1
93444,41,3,91,64,1
24372,116,0,69,88,0
94035,13,18,83,62,0
72110,34,9,59,55,0
92592,100,14,35,73,1
47253,94,19,76,17,1
54210,25,3,10,64,0
14079,66,19,87,28,1
28428,100,13,82,76,1
12967,18,4,86,3,0
59334,5,14,30,11,1
25951,19,14,36,55,1
31379,42,15,59,47,1
96163,18,15,60,18,1
73502,32,3,66,25,0
15549,21,8,97,37,0
76321,10,0,28,79,0
89180,37,4,66,24,0
5551,49,8,78,55,0
87278,86,19,70,73,1
41416,13,4,66,27,0
63164,55,3,15,60,0
63861,17,15,44,91,1
38970,9,1,33,88,0
96666,88,15,83,88,1
30973,44,17,43,50,1
58727,78,1,96,11,1
66255,46,15,77,7,1
99286,8,0,41,99,0
25472,119,15,34,57,1
3742,37,2,74,87,0
28101,19,14,83,22,1
34164,63,10,29,36,1
94926,92,9,52,10,0
14222,46,16,57,16,1
24920,105,3,27,91,0
68531,94,16,14,55,1
55845,71,3,37,52,1
50181,26,18,49,66,1
71002,104,0,12,1,0
8811,46,13,34,28,1
85232,118,10,23,56,0
18893,46,6,64,33,0
8299,75,16,87,77,1
76353,14,3,90,96,1
36291,85,9,17,81,0
10311,63,16,57,92,1
63169,72,3,25,1,0
88996,3,18,28,74,1
56846,28,17,71,30,1
21642,29,16,43,76,1
31412,87,5,89,43,0
45342,18,6,4,89,0
93883,35,5,32,55,0
87993,77,11,4,97,0
55488,76,8,35,53,0
27791,47,17,76,52,1
78060,114,1,80,73,1
84488,5,16,12,75,1
22701,103,0,24,85,0
18120,75,8,57,45,1
8255,59,5,1,53,0
69219,75,1,87,30,0
81151,59,5,35,82,0
36877,111,8,24,23,0
19810,106,2,33,24,0
24632,47,15,11,34,1
18701,95,14,18,56,1
63327,95,11,93,71,1
5067,13,7,36,68,0
84389,78,5,0,85,0
20122,113,2,59,27,0
43563,109,3,66,75,0
74771,106,9,48,32,0
5822,89,13,89,52,1
27513,33,14,78,15,1
92872,97,6,45,25,0
81150,62,6,47,11,0
85967,79,7,91,86,1
83696,16,9,67,89,0
66832,44,18,18,76,1
12397,58,18,87,86,1
68423,102,1,39,30,0
23916,6,14,5,99,1
40795,108,0,79,26,1
19802,89,9,95,35,0
25342,15,5,93,58,0
55941,4,12,62,86,1
67812,56,9,34,2,0
85763,64,11,71,93,1
92864,68,5,60,31,0
53674,94,5,4,14,0
85844,34,0,36,74,0
28582,91,11,75,65,0
9271,95,9,88,89,0
99032,56,13,96,62,1
3796,32,14,87,97,1
20158,108,3,10,0,0
20413,103,0,98,74,0
19249,116,7,39,4,0
53621,9,2,64,89,0
45840,63,13,7,5,1
5056,105,16,86,98,1
75831,72,1,83,4,1
82712,78,14,95,72,1
66741,33,5,10,27,1
63911,87,4,70,82,0
52260,21,13,57,68,1
51413,55,18,93,86,1
63332,76,8,47,43,0
15517,57,7,12,15,0
24829,2,2,59,70,0
30199,13,17,48,77,1
98234,4,7,66,21,0
30061,84,15,6,72,1
12702,50,14,76,22,1
9356,115,14,24,42,1
86220,48,15,22,67,1
34781,78,0,50,42,0
91428,30,9,46,25,0
87540,29,18,96,40,1
64889,8,4,4,69,0
43461,12,17,95,30,1
64603,41,2,93,16,0
34640,102,3,94,8,1
26636,26,3,12,90,0
84800,50,10,41,54,0
63143,2,8,4,5,0
78632,55,0,22,69,0
56675,104,15,61,63,1
2971,56,8,0,3,0
46102,14,10,73,66,0
49912,6,5,90,87,0
22726,106,16,53,55,1
60079,104,11,71,17,1
76157,95,7,2,31,0
66768,81,15,82,84,1
99103,89,4,63,47,0
80170,61,0,50,28,0
89490,96,16,1,31,1
43098,12,7,48,24,0
63914,113,9,30,75,0
45707,13,17,73,62,0
7912,19,14,79,8,0
61944,44,19,83,70,1
70193,112,12,2,13,1
2279,89,9,34,19,0
43898,95,8,97,83,0
74701,59,12,84,9,1
8375,37,2,35,10,0
50674,25,2,63,38,0
47957,16,0,31,18,0
20800,38,1,17,18,0
39564,43,10,33,42,0
42451,113,13,55,60,1
93430,87,9,66,69,0
94419,14,6,52,71,1
82634,6,0,66,64,0
13969,89,6,90,22,0
60415,23,14,65,59,0
93788,60,10,63,9,0
21054,107,5,66,62,0
31655,12,6,80,1,1
63453,13,6,38,35,0
82290,100,0,37,56,0
45126,103,9,39,65,0
47076,98,14,18,78,0
80678,6,7,82,19,1
91602,63,18,4,41,1
45195,38,2,68,20,0
14370,50,14,13,93,1
31008,52,3,90,87,0
15623,40,5,48,65,0
62533,8,9,63,37,1
47168,61,17,99,85,1
20091,8,15,56,92,1
10875,104,17,34,77,1
77901,97,5,84,68,1
85095,34,18,4,23,1
61350,108,16,87,25,1
16773,79,17,38,1,1
27156,100,12,23,45,1
6714,60,6,39,33,0
7515,57,19,49,61,1
88791,99,11,76,86,1
43984,46,1,57,40,0
17064,22,11,0,98,1
37826,87,11,42,14,1
37144,40,3,38,54,0
57249,45,3,9,2,1
37644,55,17,1,75,1
50076,51,15,62,37,1
32352,86,13,15,50,1
3932,5,16,36,16,1
90911,95,16,15,90,1
80537,13,2,86,82,1
34248,28,5,89,48,0
61340,84,12,79,20,1
88554,97,8,26,87,0
85176,80,8,62,23,0
77216,62,7,93,82,1
53559,93,16,63,94,1
38502,87,15,96,39,1
57827,24,15,31,19,1
38678,98,18,8,78,1
90553,7,15,10,34,1
22418,38,13,69,47,1
75815,37,19,29,98,1
77887,68,13,14,32,1
85129,98,13,58,55,1
20566,42,13,47,40,1
95842,86,11,93,53,1
45575,5,5,81,43,1
60242,64,19,75,81,0
85260,50,12,59,80,0
26664,106,15,67,71,1
22512,87,8,56,83,0
93626,118,1,63,10,1
51101,15,2,53,93,0
57749,95,9,79,90,1
61057,73,19,86,13,1
35617,107,1,74,41,0
13256,53,9,53,78,0
23164,25,7,58,11,0
25811,89,16,87,83,1
30206,113,0,85,16,1
65558,85,5,38,89,0
16689,9,6,14,77,0
89372,119,14,78,24,1
86611,112,17,73,25,1
7314,38,8,27,46,0
96217,22,7,35,24,0
85831,107,9,53,88,0
27227,87,3,16,59,0
5241,49,19,99,59,1
28984,68,7,85,26,1
90521,93,0,86,42,1
2808,15,7,92,75,0
18475,65,11,21,19,0
15188,54,14,74,62,1
57715,30,12,35,79,1
45146,93,15,28,24,1
10114,20,17,54,26,1
64525,33,0,41,51,0
3373,105,16,31,81,1
47235,108,15,13,9,0
30981,100,4,17,49,0
97122,86,19,37,29,1
78177,77,9,33,0,0
8812,7,5,44,53,0
74804,8,11,86,3,1
52974,28,9,31,86,0
69187,45,16,66,6,1
12397,107,1,62,29,0
27228,73,18,54,89,1
68468,89,19,42,64,1
94119,80,5,21,28,1
87699,74,12,86,24,1
88599,11,8,67,39,0
79058,31,11,76,25,1
33020,12,17,95,16,1
11256,95,7,28,30,0
11208,78,17,39,60,1
31945,51,1,44,7,0
2900,44,7,9,68,0
42812,96,9,76,0,1
2710,50,8,44,78,0
